word,synonyms,sentence
thwart,frustrate,"The accounting firm deliberately destroyed documents to thwart government investigators.
会计事务所故意毁坏文件 ，阻挠政府
调查工作。"
ticklish,,
tiff,,
tightfisted,,
tilt,list,"The table is at a slight tilt.
这桌子有点儿歪。"
timely,opportune,"This has been a timely reminder to us all.
对我们大家来说这个提醒非常及时 。"
timeworn,,
timid,diffident,"A timid child, Isabella had learned
obedience at an early age.
伊莎贝拉是一个羞怯的孩子 ，很小就
学会了顺从。"
timorous,,"He is a reclusive, timorous creature.
他是个离群索居、胆小羞怯的家伙。"
tinge,,
tinker,,"It is not enough to tinker at the
edges; our objective must be to reconstruct the entire system.
只在外缘做一些小修小补是不够的 ，我们的目标必须是重建整个系统 。"
tirade,,
toady,,"They came backstage afterward,
cooing and toadying to him.
她们随后来到后台，对他娇语谄媚。"
tonic,restorative,"Ginseng is well known for its tonic
effect.
人参是滋补身体的名药 。"
topsy-turvy,,
torpid,,
torpor,,"He had slumped into a state of torpor from which nothing could rouse him
他陷入麻木状态，任何事都不能令他振奋。"
torrential,,
torrid,,
tortuous,convoluted,"The Lot river follows a winding and tortuous course.
洛特河的河道蜿蜒曲折 。"
tout,,"She's being touted as the next leader of the party.
她被吹捧为该党的下一任领导人 。"
toy,,
tractable,compliant,"He could easily manage his tractable and worshipping younger brother.
他能轻而易举地管住听话并且崇拜自己的弟弟。"
tranquility,,
transcend,overcome,"These issues transcend the limits of
language study.
这些问题超出了语言研究的范围 。"
transfigure,,
transgress,,"No one is permitted to have
privileges to transgress the law.
不允许任何人有超越法律的特权 。"
transient,,"In most cases, pain is transient.
大多数情况下，疼痛是短暂的。"
transitory,"ephemeral
/
evannescent","In the final analysis, most of life's joys are transitory.
归根结底，尘世间的欢乐大多是过眼
烟云，转瞬即逝。"
translucent,,
transparent,,"The company has to make its
accounts and operations as transparent as possible.
公司必须使其账目与运作尽可能地清晰透明。"
traumatic,,
travail,,
traverse,,
travesty,,
treacherous,,"He publicly left the party and denounced its treacherous leaders...
他公开脱离该党，并谴责该党领袖背信弃义。"
tremendous,,"He brought a tremendous infusion of
hope to the people.
他给人们带来巨大希望 。"
trenchant,profound/incisive,"His comment was trenchant and
perceptive.
他的评论既一针见血又鞭辟入里 。"
trepidation,misgiving/apprehension,"I awaited the result of the football
match with trepidation.
我忐忑不安地等着足球赛的结果 。"
trespass,,
tribute,encomium,"At her funeral her oldest friend paid tribute to her life and work.
在葬礼上，她最早的朋友对她的一生和工作给予了高度的赞扬 。"
trickle,,
trifling,minimal,"Outside California these difficulties
may seem fairly trifling.
在别处，加利福尼亚的这些困难可能
看起来相当微不足道 。"
trite,,"The movie is teeming with obvious
and trite ideas.
这部电影充满着明显而陈腐的观点 。"
trivial,inconsequential/immaterial,"I know it sounds trivial, but I'm worried about it.
我知道这事听起来微不足道 ，但我还
是放心不下"
trope,,
truant,,
truce,,
truculent,pugnacious/bellicose/combative/aggressive,"He was seen as truculent, temperamental,  too unwilling to tolerate others.
他们认为他性格好斗 , 性情暴躁, 不大能容人。"
trudge,,
truism,,"Whilst this might sound like a truism,
it is nevertheless  a crucial problem to address.
尽管这可能听起来像是老生常谈 ，但却是待解决的重要问题 。"
trumpet,,"Mark Morris, who is trumpeted as the dance talent of his generation …
马克·莫里斯，被吹捧为他那一代的舞蹈奇才"
truncate,shorten/foreshorten,"He truncated a news item to fit the
available space.
他删节一则新闻以适应报纸的篇幅 。"
tumult,,
turbid,,"Alum will settle turbid water.
明矾可以澄清浊水。"
turbulent,,"The present international situation remains tense and turbulent.
当前的国际局势依然紧张动荡 ."
turgid,,
turmoil,,
turncoat,,
turpitude,,
tycoon,,"The tycoon is on the verge of
bankruptcy.
那名大亨濒临破产的边缘 。"
typo,,
tyrant,,"Since 1804 the country has mostly
been ruled by tyrants.
自 1804 年以来，该国大部分时间都处于暴君的统治之下 。"
tyro,novice/neophyte,"I am a tyro in English.
我是学英语的新手。"
ubiquitous,omnipresent/universal,"In the US, the camcorder has
become ubiquitous
便携式摄录机在美国随处可见 。"
umbrage,,"He takes umbrage against anyone who criticizes him.
不管谁批评他，他都心生愤懑。"
unanimous,,
unassailable,sound,"His legal position is unassailable.
他的合法地位是不容置疑的 。"
unavailing,,
uncanny,,"Tony was unnerved by the uncanny
familiarity of her face.
怪异的是，她看起来竟有些面熟 ，这让托尼心慌意乱。"
uncouth,,
unctuous,,The kind of unctuous tone that I've heard often at diplomatic parties.  我常在外交聚会上听到的那种虚与委蛇的腔调
undergird,,
underscore,,"We underscore several strengths
and limitations of the study.
我们强调了这项研究的几个优点和缺陷之处。"
understate,,"The government chooses
deliberately to understate the increase in prices.
政府有意选择对价格的上涨轻描淡写
。"
undue,,"This would help the families to
survive the drought without undue suffering.
这将有助于这些家庭免受过多痛苦来度过这次旱灾。"
unexceptionable,,
unflagging,unfatigued,"His unflagging enthusiasm was an
inspiration for all of us.
他经久不衰的热情鼓舞了我们所有人
。"
unflappable,,"Donald Duck-the irascible but
unflappable waterfowl-prepared to be feted in grand fashion,as he turned 75 years old Tuesday.
本周是唐老鸭的75岁生日，这位脾气暴躁却镇定自若的鸭先生将迎来盛大
的生日庆典。"
ungainly,awkward,"I thought him terribly ungainly when he danced.
我觉得他跳舞时显得极其笨拙 。"
unimpeachable,blameless,"He said all five were men of
unimpeachable  character.
他说这五个都是品格完美无缺的人 。"
univocal,,"The president declared that it was
important to send a univocal message of support to the beleaguered country.
总统宣称对处于困境中的国家 ，明确表示支持是很重要的 。"
unkempt,,"The old beggar was dirty and
unkempt.
那个老乞丐蓬头垢面 。"
unlettered,,
unpretentious,,
unremitting,unceasing,"He watched her with unremitting
attention.
他一直全神贯注地注视着她 。"
unruly,,"It's not good enough just to blame the unruly children.
对难管教的孩子只是责备是不够的 。"
unsung,,
untenable,baseless,"This argument is untenable from an intellectual, moral and practical standpoint.
从智识、道德和现实的角度来看 ，这
一论点是站不住脚的 。"
untold,,
untoward,,"That's the plan—unless anything
untoward happens.
计划就这么定了—除非出现异常情况
。"
unwitting,,"He became an unwitting accomplice
in the crime.
他糊里糊涂地成了犯罪的帮凶 。"
unwonted,,
upbeat,,"The Defense Secretary gave an
upbeat assessment of the war so far.
国防部长对迄今为止的战事进行了乐观的评价。"
upbraid,,
uphold,,
urbane,,"He tried hard to be urbane.
他极力作出彬彬有礼的神态 ."
usher,,"The secretary ushered me into his
office.
秘书把我领进他的办公室 。"
usurp,,"The Congress wants to reverse the
reforms and usurp the power of the presidency.
议会企图颠覆改革，夺取总统权力。"
vaccinate,,"Dogs must be vaccinated against
distemper
狗必须接种犬瘟热疫苗 。"
vacillate,,
vacuous,paucity,"When you feel vacuous and
unhappy, you can do some labour, such as cleaning the house, tables and windows .
感到空虚不快乐的时候你可以劳动一下，比如打扫房子，抹抹桌子，窗子
啥的。"
vagary,,"The style of vagary and ghastfulness and the sense of mystery are full of thestory of Allan.
爱伦的小说风格奇特恐怖 ,充满了神秘感."
vague,nebulous,"He looked at her vague shape through the frosted glass.
他透过雾蒙蒙的眼镜注视着她模糊的
身形。"
valediction,,"He gave a touching valediction at
graduation.
他在毕业典礼上发表了动人的告别辞
。"
valiant,,"A valiant assault force does not fear a strong fortress.
攻坚不怕堡垒硬。"
valorize,exalt,"But a curious thing has happened in
the half-century since his death — those who opposed him now valorize him.
但是自从他去世半个世纪以来 ，一件奇怪的事情发生了—那些反对他的人
现在对他评价很高。"
vanquish,,"He tried to vanquish his fears.
他努力克服恐惧心理 ."
vapid,,"She made a vapid comment about
the weather.
她对天气作了一番平淡无奇的评论 。"
vaporize,,"The benzene vaporized and formed a huge cloud of gas.
苯蒸发了，形成了一大团气体。"
variance,,
variegated,,
varnish,,"He tried to varnish over the facts,
but it was useless.
他想粉饰事实，但那是徒劳的。"
vaunt,,
veer,,"The plane veered off the runway and crashed through the perimeter
fence.
这架飞机突然偏离了跑道并且冲断了周边的护栏。"
